x,y,Date
169.27267,45.29233,16-02-2012 0:52
169.27487,45.29138,16-02-2012 1:51
169.27621,45.29207,16-02-2012 2:51
169.27784,45.29228,16-02-2012 3:52
169.27446,45.29207,16-02-2012 21:52
169.27418,45.29219,16-02-2012 22:51
169.27606,45.2919,16-02-2012 23:51
169.27814,45.2924,17-02-2012 0:51
169.27812,45.29232,17-02-2012 1:52
169.2784,45.29257,17-02-2012 2:52
169.27824,45.2928,17-02-2012 3:51
169.27778,45.29327,17-02-2012 20:52
169.27754,45.29355,17-02-2012 21:52
169.27794,45.29217,17-02-2012 22:53
169.27787,45.29233,17-02-2012 23:52
169.27784,45.29232,18-02-2012 0:52
169.27758,45.29352,18-02-2012 20:52
169.27658,45.29284,18-02-2012 21:51
169.27417,45.29218,18-02-2012 22:51
169.27379,45.29214,18-02-2012 23:52
169.27352,45.29211,19-02-2012 0:51
169.27466,45.29173,19-02-2012 1:52
169.27728,45.29188,19-02-2012 2:51
169.27818,45.29286,19-02-2012 3:52
169.2778,45.29293,19-02-2012 20:52
169.27669,45.29318,19-02-2012 21:52
169.27683,45.29311,19-02-2012 22:52
169.27679,45.29313,19-02-2012 23:51
169.27733,45.29317,20-02-2012 0:53
169.27798,45.29259,20-02-2012 1:52
169.27784,45.2927,20-02-2012 3:52
169.27769,45.29278,20-02-2012 20:52
169.27744,45.29281,20-02-2012 21:52
169.27738,45.29263,20-02-2012 22:51
169.27728,45.29276,20-02-2012 23:52
169.27792,45.2933,21-02-2012 0:51
169.27772,45.29368,21-02-2012 1:52
169.27799,45.29303,21-02-2012 2:52
169.27824,45.29263,21-02-2012 3:51
169.27798,45.29278,21-02-2012 20:52
169.27783,45.29324,21-02-2012 21:51
169.27794,45.29271,21-02-2012 23:52
169.27808,45.29298,22-02-2012 0:51
169.27815,45.29332,22-02-2012 20:52
169.27754,45.29351,22-02-2012 21:52
169.27778,45.29348,22-02-2012 22:51
169.2773,45.29312,22-02-2012 23:52
169.27815,45.29304,23-02-2012 0:51
169.27788,45.29321,23-02-2012 1:51
169.27801,45.29285,23-02-2012 2:52
169.27805,45.29199,23-02-2012 21:52
169.27808,45.29222,23-02-2012 22:52
169.27772,45.29217,23-02-2012 23:51
169.27644,45.2932,24-02-2012 0:52
169.27675,45.29317,24-02-2012 1:52
169.27687,45.29269,24-02-2012 2:52
169.27787,45.29214,24-02-2012 20:52
169.27822,45.29273,24-02-2012 21:53
169.2774,45.29301,24-02-2012 22:52
169.27783,45.29341,24-02-2012 23:51
169.27785,45.29332,25-02-2012 1:52
169.27798,45.29263,25-02-2012 2:52
169.27816,45.2926,25-02-2012 3:51
169.27831,45.29284,25-02-2012 20:53
169.27725,45.29312,25-02-2012 21:52
169.27801,45.29222,25-02-2012 22:52
169.27823,45.29218,26-02-2012 0:52
169.27801,45.29262,26-02-2012 1:51
169.27815,45.29289,26-02-2012 2:52
169.27789,45.29273,26-02-2012 3:51
169.27611,45.29211,26-02-2012 20:52
169.27618,45.29209,26-02-2012 21:51
169.27349,45.29197,26-02-2012 22:52
169.27445,45.29149,26-02-2012 23:51
169.27546,45.2923,27-02-2012 0:51
169.27783,45.29155,27-02-2012 1:51
169.2781,45.29231,27-02-2012 2:52
169.27778,45.2928,27-02-2012 3:52
169.27761,45.29332,27-02-2012 20:52
169.27797,45.29351,27-02-2012 21:51
169.27828,45.29291,27-02-2012 22:51
169.27771,45.29337,27-02-2012 23:52
169.27773,45.29303,28-02-2012 0:51
169.27793,45.29283,28-02-2012 1:52
169.27798,45.2927,28-02-2012 3:52
169.27775,45.29324,28-02-2012 20:52
169.27768,45.29325,28-02-2012 21:51
169.27801,45.29265,28-02-2012 23:52
169.27858,45.29229,29-02-2012 20:52
169.27825,45.29175,29-02-2012 21:51
169.27856,45.29142,29-02-2012 22:52
169.27674,45.29171,29-02-2012 23:52
169.27828,45.29248,1-03-2012 0:52
169.27763,45.29306,1-03-2012 2:52
169.27797,45.29273,1-03-2012 3:51
169.27803,45.29356,1-03-2012 20:52
169.27761,45.29353,1-03-2012 21:52
169.27759,45.29348,1-03-2012 22:51
169.27798,45.29307,1-03-2012 23:51
169.27816,45.29294,2-03-2012 0:52
169.27742,45.29291,2-03-2012 1:52
169.27768,45.29354,2-03-2012 20:52
169.27752,45.29303,2-03-2012 21:51
169.2778,45.29252,2-03-2012 22:52
169.27826,45.29205,2-03-2012 23:51
169.27803,45.29194,3-03-2012 0:51
169.2781,45.29225,3-03-2012 1:52
169.27792,45.29229,3-03-2012 2:52
169.27683,45.29303,3-03-2012 21:52
169.2765,45.29315,3-03-2012 22:52
169.27755,45.29362,3-03-2012 23:52
169.27762,45.29356,4-03-2012 0:52
169.27818,45.29328,4-03-2012 1:51
169.2782,45.29273,4-03-2012 2:52
169.27805,45.29274,4-03-2012 3:53
169.27844,45.29274,4-03-2012 20:53
169.27799,45.29213,4-03-2012 21:52
169.27805,45.29223,4-03-2012 22:51
169.27717,45.29317,4-03-2012 23:52
169.27731,45.29313,5-03-2012 0:52
169.27767,45.29309,5-03-2012 1:52
169.27821,45.29289,5-03-2012 2:52
169.27751,45.29398,5-03-2012 20:52
169.27832,45.29428,5-03-2012 21:52
169.27774,45.29384,5-03-2012 22:52
169.2775,45.2936,5-03-2012 23:51
169.2775,45.29368,6-03-2012 0:52
169.27764,45.29278,6-03-2012 1:52
169.27823,45.29252,6-03-2012 2:52
169.27793,45.29263,6-03-2012 3:52
169.27773,45.29363,6-03-2012 20:52
169.27783,45.29397,6-03-2012 21:52
169.27815,45.29393,6-03-2012 22:52
169.27742,45.29359,7-03-2012 0:52
169.27829,45.29288,7-03-2012 1:52
169.27807,45.29281,7-03-2012 2:52
169.27794,45.29216,7-03-2012 20:52
169.27838,45.29161,7-03-2012 21:51
169.27687,45.29174,7-03-2012 22:51
169.27572,45.29238,7-03-2012 23:52
169.27676,45.29258,8-03-2012 0:51
169.27683,45.29251,8-03-2012 1:52
169.27777,45.2929,8-03-2012 2:52
169.27827,45.29228,8-03-2012 3:51
169.27766,45.29381,8-03-2012 20:52
169.2785,45.29385,8-03-2012 21:52
169.27794,45.29359,8-03-2012 22:52
169.278,45.29313,9-03-2012 0:53
169.27794,45.29301,9-03-2012 1:52
169.27789,45.29317,9-03-2012 2:51
169.27834,45.29263,9-03-2012 3:52
169.27786,45.29219,9-03-2012 20:52
169.27733,45.29271,9-03-2012 21:52
169.27674,45.29312,9-03-2012 22:52
169.27711,45.29343,10-03-2012 0:52
169.27794,45.2927,10-03-2012 1:52
169.27814,45.2926,10-03-2012 2:52
169.27825,45.29369,10-03-2012 20:52
169.27758,45.29348,10-03-2012 21:52
169.27816,45.29349,10-03-2012 22:52
169.27823,45.29269,10-03-2012 23:52
169.27836,45.29266,11-03-2012 0:52
169.27793,45.2928,11-03-2012 1:52
169.27787,45.29205,11-03-2012 20:52
169.27793,45.29227,11-03-2012 21:52
169.27721,45.29278,11-03-2012 23:52
169.27723,45.29313,12-03-2012 0:52
169.27798,45.29327,12-03-2012 1:52
169.2782,45.29276,12-03-2012 2:52
169.27815,45.2926,12-03-2012 3:53
169.27722,45.29173,12-03-2012 20:52
169.27618,45.29178,12-03-2012 21:52
169.27525,45.2926,12-03-2012 22:52
169.27647,45.29318,12-03-2012 23:52
169.27764,45.29341,13-03-2012 1:52
169.27799,45.29269,13-03-2012 2:52
169.27843,45.29274,13-03-2012 3:53
169.27778,45.29254,13-03-2012 20:54
169.27815,45.29218,13-03-2012 21:52
169.27753,45.29274,13-03-2012 22:52
169.27726,45.2929,13-03-2012 23:52
169.27749,45.29333,14-03-2012 0:52
169.27756,45.29302,14-03-2012 1:53
169.27841,45.29251,14-03-2012 2:52
169.27833,45.29419,14-03-2012 20:52
169.27751,45.29374,14-03-2012 21:52
169.27721,45.29314,14-03-2012 22:52
169.27791,45.29209,15-03-2012 20:52
169.27809,45.29243,15-03-2012 21:52
169.27775,45.29211,15-03-2012 22:52
169.27831,45.29258,15-03-2012 23:53
169.27799,45.29278,16-03-2012 1:52
169.27784,45.2925,16-03-2012 2:52
169.27654,45.29323,16-03-2012 21:52
169.27662,45.29319,16-03-2012 22:52
169.27753,45.29331,16-03-2012 23:52
169.27803,45.29296,17-03-2012 0:52
169.27807,45.29292,17-03-2012 1:52
169.27815,45.29288,17-03-2012 2:52
169.27796,45.29298,17-03-2012 20:52
169.27832,45.29297,17-03-2012 21:54
169.27805,45.2929,17-03-2012 22:52
169.27813,45.29293,17-03-2012 23:52
169.278,45.29259,18-03-2012 0:52
169.27556,45.29233,18-03-2012 20:52
169.27683,45.29323,18-03-2012 21:52
169.27757,45.29383,18-03-2012 22:52
169.27807,45.29359,18-03-2012 23:52
169.2778,45.2931,19-03-2012 0:52
169.27786,45.29309,19-03-2012 1:52
169.27793,45.29255,19-03-2012 2:53
169.27789,45.29258,19-03-2012 3:52
169.27643,45.29189,19-03-2012 20:52
169.27655,45.29233,19-03-2012 21:52
169.2769,45.29306,19-03-2012 22:52
169.27743,45.29318,20-03-2012 0:52
169.27772,45.29293,20-03-2012 1:52
169.27773,45.29273,20-03-2012 2:52
169.27832,45.29247,20-03-2012 20:52
169.2776,45.2937,20-03-2012 21:52
169.27744,45.294,20-03-2012 22:52
169.27808,45.29408,20-03-2012 23:52
169.27686,45.29232,21-03-2012 0:52
169.27743,45.29292,21-03-2012 1:52
169.2773,45.29294,21-03-2012 2:52
169.27763,45.29287,21-03-2012 3:52
169.2778,45.29363,21-03-2012 20:52
169.27759,45.29346,21-03-2012 23:52
169.27823,45.29331,22-03-2012 0:52
169.27794,45.29312,22-03-2012 1:52
169.27844,45.29298,22-03-2012 2:52
169.27813,45.29259,22-03-2012 3:53
169.27789,45.29182,22-03-2012 20:52
169.27746,45.29286,22-03-2012 22:52
169.27724,45.29279,22-03-2012 23:52
169.27718,45.29286,23-03-2012 0:52
169.27718,45.29253,23-03-2012 1:52
169.27751,45.29275,23-03-2012 2:52
169.27795,45.29285,23-03-2012 3:52
169.27698,45.29303,23-03-2012 20:52
169.27648,45.29315,23-03-2012 21:52
169.27714,45.29248,23-03-2012 22:52
169.27706,45.29252,23-03-2012 23:52
169.27783,45.29213,24-03-2012 1:52
169.27782,45.29221,24-03-2012 2:53
169.2765,45.29196,24-03-2012 20:52
169.27718,45.29188,24-03-2012 21:52
169.27783,45.29228,24-03-2012 22:52
169.2779,45.29238,24-03-2012 23:52
169.27792,45.29249,25-03-2012 1:52
169.27734,45.29306,25-03-2012 20:52
169.27742,45.29311,25-03-2012 22:52
169.2777,45.29318,25-03-2012 23:52
169.27783,45.29313,26-03-2012 0:52
169.27777,45.29293,26-03-2012 1:52
169.27823,45.29257,26-03-2012 2:52
169.27823,45.29256,26-03-2012 3:52
169.27797,45.29435,26-03-2012 20:52
169.27808,45.29418,26-03-2012 21:52
169.27731,45.29378,26-03-2012 23:52
169.27773,45.29348,27-03-2012 1:52
169.27784,45.29274,27-03-2012 2:52
169.2778,45.29211,27-03-2012 20:52
169.27655,45.29201,27-03-2012 21:52
169.27628,45.29211,27-03-2012 22:52
169.27596,45.29253,27-03-2012 23:52
169.27691,45.29268,28-03-2012 1:52
169.27688,45.29273,28-03-2012 3:53
169.27791,45.29396,28-03-2012 20:52
169.27816,45.29418,28-03-2012 21:52
169.2773,45.29377,28-03-2012 22:52
169.27828,45.29333,28-03-2012 23:52
169.27794,45.29323,29-03-2012 0:52
169.27827,45.29265,29-03-2012 2:52
169.278,45.29258,29-03-2012 3:52
169.27735,45.29278,29-03-2012 20:52
169.27761,45.29267,29-03-2012 21:52
169.2781,45.2925,29-03-2012 22:52
169.27817,45.29233,29-03-2012 23:52
169.27777,45.29231,30-03-2012 1:52
169.27754,45.29267,30-03-2012 2:52
169.27802,45.29265,30-03-2012 3:54
169.27753,45.29338,30-03-2012 20:52
169.2773,45.2932,30-03-2012 21:53
169.27602,45.29227,30-03-2012 22:52
169.27638,45.29196,30-03-2012 23:52
169.27627,45.29207,31-03-2012 0:52
169.2764,45.29163,31-03-2012 1:52
169.27727,45.29198,31-03-2012 2:52
169.27808,45.29278,31-03-2012 3:52
169.27718,45.29293,31-03-2012 20:52
169.27768,45.29343,31-03-2012 21:52
169.27793,45.29397,31-03-2012 22:52
169.27816,45.29408,31-03-2012 23:52
169.2781,45.29396,1-04-2012 0:52
169.27803,45.29347,1-04-2012 1:52
169.27795,45.29232,1-04-2012 20:53
169.27746,45.2928,1-04-2012 21:52
169.27742,45.29409,1-04-2012 22:52
169.27785,45.29404,1-04-2012 23:52
169.27754,45.29369,2-04-2012 0:52
169.27772,45.29246,2-04-2012 2:54
169.27797,45.29257,2-04-2012 3:54
169.27575,45.29237,2-04-2012 20:52
169.27571,45.2915,2-04-2012 21:52
169.27614,45.29182,2-04-2012 22:54
169.2767,45.29173,2-04-2012 23:52
169.27733,45.29194,3-04-2012 0:52
169.27798,45.2925,3-04-2012 1:52
169.27794,45.29251,3-04-2012 2:52
169.27769,45.29288,3-04-2012 20:52
169.2775,45.29283,3-04-2012 21:52
169.27763,45.2936,3-04-2012 22:52
169.27795,45.29372,3-04-2012 23:52
169.27825,45.29341,4-04-2012 0:52
169.27811,45.29268,4-04-2012 1:54
169.277,45.29223,4-04-2012 20:52
169.27695,45.29218,4-04-2012 21:52
169.27723,45.2932,4-04-2012 22:52
169.27743,45.29308,4-04-2012 23:55
169.27773,45.29339,5-04-2012 0:52
169.27783,45.29343,5-04-2012 1:52
169.27804,45.29294,5-04-2012 2:52
169.27787,45.29272,5-04-2012 3:52
169.27592,45.29266,5-04-2012 20:52
169.27519,45.29196,5-04-2012 21:52
169.27659,45.29193,5-04-2012 22:52
169.27757,45.29192,5-04-2012 23:52
169.27814,45.29223,6-04-2012 0:54
169.27821,45.29274,6-04-2012 1:52
169.27818,45.29282,6-04-2012 2:53
169.27768,45.2935,6-04-2012 20:52
169.27735,45.29305,6-04-2012 21:52
169.2776,45.293,6-04-2012 22:52
169.27779,45.29327,6-04-2012 23:52
169.27758,45.29331,7-04-2012 0:52
169.27829,45.29259,7-04-2012 1:53
169.2777,45.29281,7-04-2012 20:53
169.27763,45.29265,7-04-2012 21:52
169.27757,45.2926,7-04-2012 22:52
169.27805,45.29263,8-04-2012 0:52
169.27768,45.29338,8-04-2012 20:52
169.27753,45.29328,8-04-2012 21:53
169.27773,45.29337,8-04-2012 22:52
169.27794,45.29376,8-04-2012 23:52
169.27769,45.29333,9-04-2012 0:52
169.27773,45.29225,9-04-2012 20:52
169.27768,45.29222,9-04-2012 21:52
169.27791,45.29222,9-04-2012 22:54
169.27753,45.29249,9-04-2012 23:52
169.27798,45.29271,10-04-2012 1:52
169.27585,45.29209,10-04-2012 20:52
169.27798,45.29272,10-04-2012 23:53
169.27793,45.29271,11-04-2012 2:53
169.27783,45.29369,11-04-2012 20:52
169.27815,45.29423,11-04-2012 22:52
169.27828,45.29419,11-04-2012 23:52
169.27801,45.29325,12-04-2012 0:52
169.27816,45.29302,12-04-2012 1:52
169.27774,45.29273,12-04-2012 2:52
169.27798,45.2926,12-04-2012 3:55
169.27799,45.29226,12-04-2012 20:52
169.27729,45.29283,12-04-2012 21:52
169.27778,45.29333,12-04-2012 23:52
169.27792,45.29306,13-04-2012 1:52
169.27777,45.29295,13-04-2012 2:52
169.27403,45.29157,13-04-2012 20:52
169.27352,45.29213,13-04-2012 21:52
169.27331,45.29227,13-04-2012 22:52
169.27596,45.29235,13-04-2012 23:52
169.27662,45.29304,14-04-2012 0:52
169.27784,45.29272,14-04-2012 1:53
169.27816,45.29344,14-04-2012 20:52
169.27823,45.29398,14-04-2012 21:52
169.27851,45.29423,14-04-2012 22:52
169.27871,45.29411,14-04-2012 23:52
169.27788,45.29327,15-04-2012 0:52
169.2774,45.29317,15-04-2012 2:52
169.27778,45.293,15-04-2012 3:52
169.27749,45.29268,15-04-2012 20:52
169.27748,45.2927,15-04-2012 21:52
169.27743,45.29279,15-04-2012 22:52
169.27784,45.29344,15-04-2012 23:53
169.27831,45.29338,16-04-2012 0:52
169.278,45.29373,16-04-2012 1:52
169.27798,45.29268,16-04-2012 3:53
169.2768,45.29265,16-04-2012 20:52
169.27697,45.29276,16-04-2012 21:52
169.27719,45.292,16-04-2012 22:52
169.2782,45.29198,16-04-2012 23:52
169.27802,45.29264,17-04-2012 0:52
169.27804,45.29263,17-04-2012 2:53
169.27646,45.292,17-04-2012 20:52
169.27637,45.29206,17-04-2012 21:52
169.27763,45.29299,17-04-2012 22:52
169.27751,45.29286,17-04-2012 23:52
169.27801,45.29282,18-04-2012 0:52
169.27793,45.29253,18-04-2012 2:52
169.27695,45.29253,18-04-2012 20:53
169.27686,45.29256,18-04-2012 21:52
169.27763,45.29224,18-04-2012 22:52
169.27813,45.29221,18-04-2012 23:52
169.27813,45.29213,19-04-2012 0:52
169.27793,45.29268,19-04-2012 1:52
169.27519,45.29143,19-04-2012 20:53
169.27493,45.29166,19-04-2012 21:52
169.27553,45.29159,19-04-2012 22:52
169.27732,45.29213,19-04-2012 23:52
169.27758,45.29227,20-04-2012 0:52
169.27808,45.29252,20-04-2012 1:52
169.27753,45.29276,20-04-2012 20:52
169.27737,45.29253,20-04-2012 21:53
169.27734,45.29209,20-04-2012 22:52
169.27802,45.29226,20-04-2012 23:52
169.27789,45.29212,21-04-2012 0:52
169.27759,45.29268,21-04-2012 1:52
169.2782,45.29221,21-04-2012 20:52
169.27786,45.29218,21-04-2012 21:52
169.27729,45.29316,21-04-2012 23:52
169.27773,45.29324,22-04-2012 0:52
169.27798,45.29256,22-04-2012 1:54
169.27613,45.29193,22-04-2012 20:52
169.27825,45.29251,22-04-2012 22:52
169.27785,45.29225,22-04-2012 23:52
169.27753,45.29265,23-04-2012 0:52
169.2778,45.29289,23-04-2012 1:52
169.27814,45.29257,23-04-2012 2:52
169.2775,45.29288,23-04-2012 20:53
169.27729,45.29298,23-04-2012 21:52
169.27747,45.29301,23-04-2012 23:52
169.27816,45.29276,24-04-2012 0:52
169.27802,45.29248,24-04-2012 2:52
169.27803,45.29264,24-04-2012 3:54
169.27772,45.29293,24-04-2012 20:53
169.27804,45.29286,24-04-2012 21:52
169.27816,45.2928,24-04-2012 23:53
169.27765,45.29286,25-04-2012 1:52
169.27659,45.29173,25-04-2012 20:53
169.27599,45.29231,25-04-2012 21:52
169.27632,45.29263,25-04-2012 22:53
169.2771,45.29248,25-04-2012 23:52
169.27701,45.29272,26-04-2012 0:52
169.27787,45.29298,26-04-2012 1:53
169.27809,45.29283,26-04-2012 2:52
169.27532,45.2918,26-04-2012 20:53
169.27782,45.29223,26-04-2012 23:53
169.27805,45.29264,27-04-2012 0:54
169.27754,45.29265,27-04-2012 20:53
169.27754,45.29228,27-04-2012 21:53
169.27754,45.29268,27-04-2012 22:53
169.27748,45.29278,27-04-2012 23:53
169.278,45.29274,28-04-2012 0:53
169.27675,45.29259,30-04-2012 20:53
169.27683,45.29263,30-04-2012 21:52
169.27773,45.2927,1-05-2012 1:53
169.27738,45.29158,1-05-2012 20:53
169.27715,45.29174,1-05-2012 21:52
169.27668,45.29194,1-05-2012 22:53
169.27788,45.29213,1-05-2012 23:52
169.27783,45.29233,2-05-2012 1:54
169.27596,45.29263,2-05-2012 20:53
169.27702,45.29262,2-05-2012 21:53
169.27822,45.29266,2-05-2012 22:52
169.27781,45.29234,2-05-2012 23:53
169.27789,45.29235,3-05-2012 1:55
169.27733,45.29387,3-05-2012 20:53
169.27787,45.29353,3-05-2012 21:52
169.27797,45.29316,3-05-2012 22:52
169.27785,45.293,3-05-2012 23:52
169.27798,45.29263,4-05-2012 0:53
169.2776,45.29308,4-05-2012 20:53
169.27726,45.29318,4-05-2012 21:53
169.27728,45.2929,4-05-2012 22:52
169.27755,45.29278,4-05-2012 23:52
169.2772,45.29276,5-05-2012 0:52
169.27833,45.29412,5-05-2012 20:53
169.27755,45.29318,5-05-2012 21:53
169.27789,45.29243,5-05-2012 23:52
169.27527,45.29177,6-05-2012 20:53
169.27693,45.2925,6-05-2012 21:53
169.27782,45.29248,6-05-2012 22:52
169.27803,45.29206,6-05-2012 23:52
169.27793,45.29277,7-05-2012 0:53
169.27817,45.29412,9-05-2012 20:53
169.27723,45.29314,9-05-2012 21:52
169.27748,45.29309,9-05-2012 22:52
169.2774,45.29314,9-05-2012 23:53
169.27804,45.29284,10-05-2012 0:53
169.27676,45.29175,10-05-2012 20:53
169.27802,45.29212,10-05-2012 21:52
169.27819,45.29266,10-05-2012 23:53
169.27718,45.29312,11-05-2012 20:53
169.27768,45.2929,11-05-2012 21:52
169.27813,45.29298,11-05-2012 22:52
169.27823,45.29273,11-05-2012 23:53
169.27814,45.29286,12-05-2012 0:52
169.27823,45.2929,12-05-2012 1:53
169.27811,45.29279,12-05-2012 3:53
169.27684,45.29266,12-05-2012 20:53
169.27751,45.29263,12-05-2012 21:52
169.27821,45.29286,12-05-2012 22:52
169.27818,45.29291,12-05-2012 23:53
169.27805,45.29279,13-05-2012 0:52
169.27803,45.29261,13-05-2012 1:53
169.27811,45.29266,13-05-2012 2:53
169.27813,45.2926,13-05-2012 3:53
169.27668,45.29513,13-05-2012 20:53
169.27689,45.29271,13-05-2012 22:52
169.27693,45.29271,13-05-2012 23:53
169.2779,45.2926,14-05-2012 0:53
169.27782,45.29248,14-05-2012 20:53
169.27802,45.29285,14-05-2012 21:53
169.27822,45.29283,14-05-2012 22:53
169.27455,45.29266,15-05-2012 20:53
169.27683,45.29287,15-05-2012 21:52
169.27729,45.29225,15-05-2012 22:52
169.27828,45.29286,15-05-2012 23:53
169.27797,45.29248,16-05-2012 0:53
169.27812,45.29244,16-05-2012 3:53
169.27773,45.29365,16-05-2012 20:53
169.27738,45.29311,16-05-2012 21:52
169.27779,45.29273,17-05-2012 0:53
169.27833,45.29243,17-05-2012 2:53
169.27793,45.29263,17-05-2012 3:52
169.27745,45.29307,17-05-2012 20:54
169.27806,45.29262,17-05-2012 22:54
169.27818,45.29258,17-05-2012 23:55
169.27792,45.29252,18-05-2012 0:53
169.27794,45.29253,18-05-2012 1:53
169.27803,45.29261,18-05-2012 2:53
169.27773,45.29272,18-05-2012 3:52
169.278,45.29364,19-05-2012 20:53
169.27793,45.29383,19-05-2012 21:52
169.27759,45.29373,19-05-2012 22:52
169.27784,45.29341,19-05-2012 23:53
169.27813,45.29257,20-05-2012 0:53
169.27794,45.29307,20-05-2012 3:53
169.27788,45.29219,20-05-2012 20:53
169.27809,45.29213,20-05-2012 21:52
169.2781,45.29224,20-05-2012 22:53
169.27796,45.29241,21-05-2012 0:53
169.2774,45.29283,21-05-2012 20:53
169.27698,45.29273,21-05-2012 21:52
169.27798,45.2928,21-05-2012 22:53
169.27791,45.29303,22-05-2012 3:53
169.27823,45.29381,22-05-2012 20:53
169.27743,45.293,22-05-2012 21:53
169.27778,45.29273,22-05-2012 23:53
169.27799,45.29259,23-05-2012 0:53
169.27798,45.29259,23-05-2012 2:53
169.27812,45.29254,23-05-2012 3:54
169.27584,45.29273,23-05-2012 20:53
169.2766,45.29256,23-05-2012 21:53
169.2774,45.29312,23-05-2012 22:52
169.27763,45.29342,23-05-2012 23:53
169.27756,45.29326,24-05-2012 0:52
169.27803,45.29263,24-05-2012 2:55
169.27806,45.2925,24-05-2012 3:55
169.27753,45.29315,24-05-2012 20:53
169.27776,45.29329,24-05-2012 21:52
169.27812,45.29303,24-05-2012 22:52
169.27806,45.29264,25-05-2012 2:54
169.27856,45.29451,25-05-2012 20:53
169.27862,45.29455,25-05-2012 21:52
169.27731,45.29303,25-05-2012 22:53
169.27738,45.29288,25-05-2012 23:53
169.27802,45.2926,26-05-2012 0:53
169.27791,45.29272,26-05-2012 2:53
169.27768,45.29443,26-05-2012 20:53
169.27741,45.29307,26-05-2012 21:52
169.27783,45.29258,26-05-2012 22:54
169.27767,45.29283,26-05-2012 23:53
169.27793,45.29253,27-05-2012 1:54
169.2779,45.29255,27-05-2012 2:55
169.27733,45.29283,27-05-2012 20:53
169.27786,45.29323,27-05-2012 21:52
169.27816,45.29261,27-05-2012 22:53
169.27783,45.29266,27-05-2012 23:55
169.27818,45.29243,28-05-2012 1:54
169.27801,45.29266,28-05-2012 2:53
169.27727,45.29273,28-05-2012 20:53
169.27632,45.29242,28-05-2012 22:53
169.27667,45.29274,29-05-2012 2:54
169.29413,-45.29768,19-05-2011 20:26
169.29375,-45.29771,19-05-2011 21:26
169.29331,-45.298,19-05-2011 22:26
169.29408,-45.29683,19-05-2011 23:25
169.29424,-45.29672,20-05-2011 20:26
169.2945,-45.2979,20-05-2011 21:26
169.29438,-45.29748,20-05-2011 22:26
169.29438,-45.29738,20-05-2011 23:25
169.29431,-45.29786,21-05-2011 0:26
169.29393,-45.29718,21-05-2011 1:26
169.2937,-45.29744,21-05-2011 21:26
169.29348,-45.29758,21-05-2011 22:25
169.29315,-45.29805,21-05-2011 23:26
169.29417,-45.29881,22-05-2011 0:26
169.29468,-45.29807,22-05-2011 20:26
169.29438,-45.29817,22-05-2011 21:26
169.29331,-45.29807,22-05-2011 22:25
169.29347,-45.29794,22-05-2011 23:26
169.29311,-45.29799,23-05-2011 0:26
169.29422,-45.29788,23-05-2011 1:25
169.29397,-45.29796,23-05-2011 20:26
169.29341,-45.29784,23-05-2011 21:26
169.29342,-45.29788,23-05-2011 22:25
169.2927,-45.2982,23-05-2011 23:26
169.29423,-45.2971,24-05-2011 0:25
169.29497,-45.29692,24-05-2011 20:26
169.29387,-45.29681,24-05-2011 21:25
169.29397,-45.29732,24-05-2011 22:26
169.29457,-45.2979,24-05-2011 23:25
169.29328,-45.29802,25-05-2011 0:26
169.29353,-45.29798,25-05-2011 20:26
169.29338,-45.29803,25-05-2011 22:26
169.29309,-45.29809,25-05-2011 23:25
169.29286,-45.29804,26-05-2011 0:26
169.29447,-45.29812,26-05-2011 1:25
169.29457,-45.29795,26-05-2011 20:26
169.29345,-45.29805,26-05-2011 21:26
169.29342,-45.29801,26-05-2011 22:25
169.29293,-45.29806,26-05-2011 23:25
169.29493,-45.2972,27-05-2011 0:26
169.29398,-45.29678,27-05-2011 20:26
169.29401,-45.29703,27-05-2011 21:26
169.29383,-45.29728,27-05-2011 22:27
169.2943,-45.29778,28-05-2011 0:26
169.29406,-45.29796,28-05-2011 1:26
169.29439,-45.29721,28-05-2011 3:26
169.29327,-45.2979,28-05-2011 20:26
169.29343,-45.29782,28-05-2011 22:26
169.29263,-45.29793,28-05-2011 23:25
169.29382,-45.29738,29-05-2011 0:27
169.2941,-45.29789,29-05-2011 20:26
169.29289,-45.29825,29-05-2011 23:26
169.29298,-45.29788,30-05-2011 0:25
169.29466,-45.29798,30-05-2011 21:25
169.29411,-45.29843,30-05-2011 22:26
169.29303,-45.29824,30-05-2011 23:25
169.29288,-45.29793,31-05-2011 0:26
169.29478,-45.29802,31-05-2011 1:25
169.29441,-45.29737,31-05-2011 20:26
169.29418,-45.29718,31-05-2011 21:25
169.29386,-45.29687,31-05-2011 22:26
169.29358,-45.29737,31-05-2011 23:25
169.29434,-45.298,1-06-2011 0:25
169.2942,-45.29755,1-06-2011 20:28
169.29342,-45.29764,1-06-2011 21:25
169.29348,-45.29794,1-06-2011 22:26
169.29298,-45.29822,1-06-2011 23:26
169.29202,-45.29831,2-06-2011 0:25
169.29166,-45.29821,2-06-2011 20:26
169.29137,-45.29814,2-06-2011 21:26
169.29185,-45.29821,2-06-2011 23:25
169.29243,-45.29768,3-06-2011 20:26
169.29193,-45.29809,3-06-2011 21:25
169.29441,-45.29837,3-06-2011 22:25
169.29486,-45.29874,4-06-2011 20:25
169.2937,-45.29854,4-06-2011 21:25
169.29358,-45.29824,4-06-2011 22:25
169.29363,-45.29809,4-06-2011 23:25
169.29439,-45.29694,5-06-2011 0:25
169.29401,-45.29678,5-06-2011 20:25
